代號,名稱,開盤,最高,最低,收盤,成交量
'079145,可成元大7C購01,1.41,1.44,1.41,1.44,263
'079146,強茂元大7B購01,1.62,1.66,1.26,1.35,1026
'079147,宏盛元大7B購01,1.53,1.53,1.53,1.53,30
'079148,中信金元大7B購01,1.13,1.15,1.13,1.15,206
'079149,晶豪科元大7B購02,1.7,1.7,1.55,1.55,382
'079150,景碩元大7B購01,1.21,1.26,1.17,1.17,303
'079151,麗豐元大7B購03,1.52,1.53,1.4,1.44,1061
'079152,瀚宇博元大7B購02,3.07,3.07,3,3,70
'079153,成霖元大7B購01,0.88,0.88,0.88,0.88,10
'079154,上証2X群益7B購19,5.4,5.4,5.4,5.4,0
'079155,大成鋼群益7B購07,1.61,1.61,1.61,1.61,0
'079156,上銀群益7B購09,3.19,3.19,2.97,2.97,295
'079157,大同群益7B購01,0.74,0.87,0.74,0.87,214
'079158,聯發科群益7B購10,1.75,1.75,1.75,1.75,51
'079159,創意群益7B購04,1.77,2.05,1.77,1.96,889
'079160,麗豐群益7B購01,2.15,2.15,1.98,1.98,77
'079161,樺漢群益7B購03,1.88,1.98,1.88,1.9,154
'079162,聚陽日盛7B購01,0.94,0.94,0.94,0.94,45
'079163,華新國票7B購02,0.87,0.87,0.73,0.75,1550
'079164,技嘉國票7B購01,1.08,1.1,0.92,0.93,982
'079165,美律國票7B購01,1.14,1.2,1.12,1.2,2994
'079166,台勝科國票7B購01,0.75,0.76,0.61,0.65,417
'079167,華新凱基7B購02,0.85,0.85,0.73,0.76,894
'079168,上銀凱基7B購06,1.44,1.44,1.44,1.44,0
'079169,致茂凱基7B購01,0.54,0.59,0.53,0.57,1647
'079170,義隆凱基7B購01,1.2,1.21,1.16,1.16,3237
'079171,京鼎凱基7B購02,1.2,1.21,1.17,1.19,1219
'079172,台勝科凱基7B購01,0.81,0.81,0.69,0.73,376
'079173,台勝科凱基7B購02,0.77,0.77,0.7,0.74,209
'079174,台勝科凱基7B購03,0.84,0.85,0.7,0.7,277
'079175,永冠永豐7B購01,0.55,0.55,0.55,0.55,200
'079176,葡萄王永豐7B購01,0.81,0.84,0.8,0.82,797
'079177,聯電永豐7B購01,0.65,0.65,0.64,0.64,746
'079178,微星永豐7B購01,0.85,0.93,0.85,0.93,537
'079179,強茂永豐7B購01,0.96,0.99,0.75,0.76,461
'079180,創意永豐7B購01,1.2,1.42,1.18,1.33,1347
'079181,達方永豐7B購03,1.69,1.69,1.43,1.53,1257
'079182,微星台新7B購01,1.11,1.11,1.11,1.11,0
'079183,台勝科玉山83購01,0.72,0.72,0.68,0.72,1108
'079184,滬深2X國泰7B購01,0.85,0.85,0.85,0.85,0
'079185,聯發科國泰7B購01,1.74,1.76,1.7,1.72,82
'079186,宏盛國泰7C購01,1.41,1.41,1.41,1.41,10
'079187,世芯國泰7B購01,1.27,1.52,1.27,1.34,5097
'079188,帆宣國泰7B購01,1.33,1.64,1.3,1.51,3676
'079189,元油反富邦81購01,1.04,1.04,1.04,1.04,20
'079190,台泥富邦81購01,0.74,0.74,0.66,0.69,1942
'079191,南亞富邦7B購01,1.27,1.32,1.27,1.28,559
'079192,華通富邦7C購01,0.66,0.66,0.61,0.61,294
'079193,微星富邦7C購01,1.22,1.22,1.22,1.22,100
'079194,南亞科富邦7C購02,0.73,0.73,0.73,0.73,0
'079195,貿聯富邦7B購01,1.58,1.66,1.42,1.43,1967
'079196,旺宏第一7B購01,3.61,3.65,3.61,3.65,170
'079197,可成第一7B購01,1.71,1.71,1.71,1.71,139
'079198,中石化中信7C購01,1.29,1.29,1.24,1.24,67
'079199,國泰金中信7B購01,1.03,1.07,1.03,1.07,181
'079200,技嘉群益7B購01,3.38,3.38,3.38,3.38,2
'079201,晶電群益7B購07,0.89,0.89,0.89,0.89,0
'079202,宏達電群益7B購02,1.17,1.28,1.17,1.24,318
'079203,創意群益7B購05,0.96,1.09,0.96,1.05,1139
'079204,台勝科群益7B購06,2.77,2.89,2.29,2.46,1282
'079205,智易群益7B購01,1.7,1.7,1.7,1.7,0
'079206,潤隆統一81購01,0.6,0.6,0.6,0.6,50
'079207,GIS統一81購01,1.09,1.09,1.05,1.05,2019
'079208,A50正2元富7B購02,0.62,0.62,0.62,0.62,0
'079209,上証2X元大7B購07,1.07,1.07,1.07,1.07,0
'079210,滬深2X元大7B購10,0.92,0.92,0.92,0.92,20
'079211,深中小元大7B購01,0.71,0.71,0.71,0.71,21
'079212,A50正2元大7B購03,0.98,1.01,0.98,1.01,37
'079213,中碳元大7B購01,0.91,0.91,0.89,0.89,110
'079214,大成鋼元大7B購05,1.64,1.74,1.63,1.66,713
'079215,上銀元大7B購09,1.11,1.11,1.09,1.09,250
'079216,鴻海元大7B購08,1.39,1.43,1.39,1.43,235
'079217,宏碁元大7B購05,1.09,1.15,1.09,1.11,805
'079218,微星元大7B購02,1.81,1.97,1.81,1.81,420
'079219,台勝科元大7B購04,0.89,0.89,0.72,0.75,750
'079220,台勝科元大7B購05,0.95,0.95,0.77,0.77,230
'079221,智易元大7B購01,1.95,2.04,1.5,1.67,1267
'079222,麗豐元大81購01,1.18,1.24,1.09,1.11,2397
'079223,中磊元大7B購01,1.45,1.73,1.45,1.51,2154
'079224,嘉聯益元大7B購01,1.72,1.79,1.38,1.45,4284
'079225,富邦金凱基7B購01,0.77,0.77,0.76,0.77,434
'079226,國泰金凱基7B購01,0.77,0.78,0.77,0.78,219
'079227,玉山金凱基7B購01,0.8,0.8,0.8,0.8,516
'079228,兆豐金凱基7B購01,0.85,0.85,0.83,0.83,292
'079229,台新金凱基7B購01,0.74,0.74,0.74,0.74,163
'079230,中信金凱基7B購01,0.86,0.87,0.85,0.87,934
'079231,玉晶光凱基7B購02,1.36,1.36,1.36,1.36,0
'079232,康普凱基7B購02,0.72,0.76,0.72,0.72,527
'079233,百和凱基7B購01,0.64,0.65,0.64,0.65,327
'079234,A50正2日盛7C購01,0.54,0.54,0.54,0.54,10
'079235,和大日盛7B購01,0.76,0.76,0.76,0.76,0
'079236,南亞科日盛7B購01,1.28,1.29,1.24,1.24,182
'079237,潤泰全日盛7B購01,1.75,1.91,1.68,1.91,290
'079238,嘉聯益日盛7B購01,1.32,1.37,1.02,1.09,3965
'079239,亞泥宏遠7B購01,1.04,1.04,0.96,1,697
'079240,台郡宏遠7B購01,1.23,1.24,1.21,1.24,165
'079241,旺宏永豐7B購04,1.32,1.35,1.32,1.35,231
'079242,旺宏永豐7B購05,1.34,1.37,1.34,1.35,171
'079243,旺宏永豐7B購06,1.33,1.39,1.32,1.39,1316
'079244,旺宏永豐7C購01,1.33,1.33,1.33,1.33,30
'079245,華邦電永豐7B購01,0.7,0.75,0.68,0.73,1808
'079246,南亞科永豐7B購01,0.61,0.61,0.61,0.61,0
'079247,晶電永豐7B購01,1.68,1.83,1.68,1.83,1155
'079248,晶電永豐7B購02,1.64,1.75,1.64,1.75,1591
'079249,利勤永豐7B購01,0.7,0.7,0.7,0.7,0
'079250,達興永豐7B購01,0.68,0.72,0.66,0.66,1332
'079251,敦南永豐7B購01,1.14,1.14,1.05,1.13,813
'079252,嘉聯益永豐7B購05,1.04,1.12,0.88,0.9,4776
'079253,嘉聯益永豐7B購06,0.87,0.91,0.77,0.78,1574
'079254,帆宣永豐7B購01,0.69,0.84,0.69,0.8,4146
'079255,智原台新7B購01,0.78,0.83,0.78,0.83,565
'079256,美律玉山83購01,1.31,1.34,1.31,1.34,1998
'079257,嘉聯益國泰81購01,1.91,1.98,1.56,1.6,2237
'079258,GIS國泰7B購01,3.99,4.05,3.91,3.92,556
'079259,臺指反富邦81購01,0.48,0.48,0.48,0.48,8
'079260,中租第一7B購01,0.68,0.69,0.68,0.69,270
'079261,T50反1中信83購02,1.06,1.06,1.06,1.06,50
'079262,上銀中信7B購03,0.79,0.79,0.79,0.79,0
'079263,旺宏中信7B購02,1.76,1.78,1.76,1.78,40
'079264,南亞科中信7B購01,0.86,0.86,0.82,0.82,264
'079265,晶電中信7B購07,1.32,1.32,1.32,1.32,5
'079266,晶電中信7B購08,1.1,1.13,1.1,1.13,20
'079267,旺宏凱基7B購01,2.89,3.07,2.89,3.07,771
'079268,華邦電凱基7B購01,0.86,0.89,0.85,0.87,4234
'079269,南亞科凱基81購02,0.74,0.74,0.69,0.7,1144
'079270,晶電凱基7B購01,1.82,1.99,1.82,1.99,805
'079271,強茂凱基7B購03,1.91,2.01,1.5,1.61,739
'079272,中磊凱基7B購01,1.08,1.2,1.07,1.1,5061
'079273,台泥國票7B購01,0.68,0.68,0.6,0.65,2242
'079274,鴻海國票7B購02,1.21,1.23,1.2,1.2,300
'079275,旺宏國票7B購01,1.32,1.32,1.32,1.32,238
'079276,華邦電國票7B購02,0.93,0.99,0.91,0.95,1281
'079277,麗豐國票7B購01,1.07,1.09,1,1,1096
'079278,嘉聯益國票7B購01,1.42,1.52,1.2,1.2,619
'079279,GIS國票7B購01,0.83,0.85,0.82,0.82,178
'079280,富邦金日盛7B購01,0.7,0.7,0.68,0.69,2042
'079281,康控日盛7B購01,1.5,1.73,1.5,1.73,166
'079282,T50反1元大7B購02,0.68,0.68,0.68,0.68,0
'079283,T50反1元大7B購03,0.82,0.82,0.82,0.82,0
'079284,滬深2X元大7B購11,0.91,0.91,0.91,0.91,0
'079285,台泥元大7B購03,1.55,1.55,1.44,1.49,839
'079286,統一元大7B購02,1.74,1.74,1.71,1.71,335
'079287,燿華元大7B購02,1.34,1.48,1.34,1.36,503
'079288,微星元大7B購03,1.66,1.69,1.63,1.69,210
'079289,南亞科元大7B購01,1.17,1.17,1.04,1.04,237
'079290,南亞科元大7B購02,1.1,1.1,0.97,0.97,250
'079291,富邦金元大7B購01,1.48,1.49,1.46,1.49,864
'079292,玉晶光元大7B購03,2.03,2.15,1.95,2.15,2361
'079293,臻鼎元大7C購01,1.58,1.59,1.54,1.59,678
'079294,電子類元大7B購06,1.12,1.12,1.07,1.07,80
'079295,金融類元大7B購03,0.93,0.93,0.93,0.93,2
'079296,金融類元大7B購04,1.33,1.33,1.33,1.33,486
'079297,中石化永豐7B購01,0.71,0.71,0.71,0.71,219
'079298,新光鋼永豐7B購01,0.76,0.78,0.75,0.78,524
'079299,為升永豐7B購01,0.86,0.86,0.82,0.82,328
'079300,技嘉永豐7B購02,0.62,0.62,0.59,0.59,135
'079301,晶電永豐7B購03,1.59,1.74,1.59,1.74,1095
'079302,晶電永豐7B購04,1.44,1.56,1.44,1.56,1329
'079303,貿聯永豐7B購01,1,1,0.86,0.86,2662
'079304,TPK永豐7B購02,1.1,1.16,1.09,1.15,664
'079305,正文永豐7B購01,0.92,0.92,0.81,0.83,2033
'079306,GIS永豐7B購01,1.14,1.14,1.11,1.13,55
'079307,A50正2統一81購02,0.89,0.89,0.89,0.89,0
'079308,旺宏統一81購02,1.41,1.41,1.36,1.36,163
'079309,旺宏統一81購03,1.16,1.2,1.16,1.2,2774
'079310,旺宏統一83購01,1.31,1.34,1.31,1.34,1413
'079311,旺宏統一83購02,1.33,1.36,1.3,1.36,3546
'079312,旺宏統一83購03,1.04,1.05,1.03,1.05,1798
'079313,旺宏統一83購04,1.15,1.18,1.15,1.17,2128
'079314,晶電統一82購01,1.98,2.18,1.98,2.18,1737
'079315,晶電統一82購02,2.23,2.34,2.23,2.33,879
'079316,晶電統一82購03,2.48,2.69,2.48,2.67,2848
'079317,玉晶光統一81購01,1.42,1.53,1.35,1.53,1035
'079318,嘉聯益統一81購01,1.2,1.25,0.98,1.02,3555
'079319,上証2X元富7B購05,3.09,3.09,3.09,3.09,0
'079320,A50正2元富7B購03,0.79,0.82,0.79,0.82,800
'079321,美律元富7B購03,1.37,1.38,1.34,1.38,826
'079322,GIS元富7B購01,1.43,1.43,1.41,1.41,107
'079323,臺股指元富7B購01,1.37,1.37,1.37,1.37,0
'079324,元金2X群益7B購01,1.04,1.04,1.04,1.04,0
'079325,東聯群益7B購01,1.53,1.54,1.53,1.54,373
'079326,上銀群益7B購10,0.95,0.95,0.93,0.93,906
'079327,為升群益7B購03,0.88,0.88,0.88,0.88,50
'079328,鴻海群益7B購14,2.52,2.52,2.52,2.52,0
'079329,台積電群益7B購13,1.35,1.35,1.29,1.29,199
'079330,宏碁群益7B購02,1.87,1.9,1.84,1.86,257
'079331,大同群益7B購02,2.91,3.49,2.91,3.48,386
'079332,技嘉群益7B購02,1.32,1.38,1.18,1.18,207
'079333,晶電群益7B購08,0.93,0.93,0.93,0.93,0
'079334,宏達電群益7B購03,1.2,1.32,1.2,1.27,688
'079335,玉晶光群益7B購02,2.27,2.45,2.26,2.44,262
'079336,創意群益7B購06,1.19,1.35,1.19,1.35,1237
'079337,台勝科群益7B購07,3.3,3.3,2.67,2.81,172
'079338,臺股指群益7B購01,2.31,2.31,2.31,2.31,0
'079339,臺股指群益7B購02,1.9,1.9,1.9,1.9,0
'079340,臺股指群益7B購03,2.08,2.08,2.08,2.08,0
'079341,臺股指群益7B購04,1.7,1.7,1.6,1.63,28
'079342,臺股指群益7B購05,1.7,1.72,1.61,1.61,44
'079343,臺股指群益7B購06,1.46,1.46,1.46,1.46,150
'079344,MSCI中台新7B購01,0.84,0.87,0.83,0.86,755
'079345,華夏台新7B購01,0.69,0.69,0.66,0.66,1108
'079346,滬深2X富邦7B購03,1.36,1.36,1.36,1.36,0
'079347,深100富邦81購01,0.88,0.91,0.88,0.91,50
'079348,聚陽富邦7B購01,1,1,1,1,50
'079349,旺宏富邦7B購03,2.19,2.28,2.12,2.28,963
'079350,旺宏富邦81購01,2.16,2.26,2.11,2.26,1629
'079351,旺宏富邦81購02,1.48,1.58,1.47,1.58,1461
'079352,南亞科富邦7C購03,0.63,0.63,0.57,0.57,27
'079353,晶電富邦7B購03,1.26,1.33,1.26,1.33,133
'079354,晶電富邦7C購01,1.31,1.31,1.31,1.31,123
'079355,大成鋼第一7B購01,2.13,2.13,2.13,2.13,0
'079356,台苯中信7B購01,1.05,1.08,1.01,1.05,1063
'079357,微星中信7B購01,1.22,1.33,1.22,1.31,185
'079358,創意康和7B購01,1.04,1.14,1.04,1.14,160
'079359,晶電元富7B購01,1.67,1.8,1.67,1.8,381
'079360,晶電元富7C購01,1.73,1.85,1.73,1.85,248
'079361,世芯元富7B購01,1.03,1.21,1.03,1.06,757
'079362,南亞統一81購01,1.06,1.09,1.06,1.08,525
'079363,東聯統一81購01,0.62,0.62,0.62,0.62,108
'079364,南亞科統一81購01,1.15,1.15,1.07,1.07,1437
'079365,晶電統一81購01,2.43,2.56,2.43,2.56,67
'079366,中石化永豐7B購02,0.56,0.56,0.55,0.56,374
'079367,亞德客永豐7B購01,0.77,0.78,0.71,0.72,3245
'079368,中纖永豐7B購01,0.55,0.55,0.55,0.55,9
'079369,旺宏永豐7B購07,1.26,1.26,1.26,1.26,15
'079370,晶電永豐7B購05,1.35,1.44,1.35,1.44,1604
'079371,國喬台新7B購01,0.63,0.64,0.62,0.64,406
'079372,全新台新7C購01,1.08,1.1,1.06,1.06,442
'079373,滬深2X元大7B購12,1.06,1.06,1.06,1.06,0
'079374,泰山元大7B購01,1.21,1.23,1.19,1.23,392
'079375,台苯元大7B購02,1.27,1.31,1.24,1.25,1547
'079376,中石化元大7B購02,0.82,0.82,0.79,0.79,200
'079377,中石化元大7B購03,0.82,0.82,0.8,0.8,110
'079378,華榮元大7B購01,1.36,1.36,1.36,1.36,10
'079379,中纖元大7B購02,1.24,1.24,1.24,1.24,0
'079380,上銀元大7B購10,1.14,1.16,1.14,1.16,335
'079381,為升元大7B購04,1.2,1.21,1.16,1.16,693
'079382,鴻海元大7B購09,1.95,2.04,1.95,1.99,445
'079383,宏達電元大7B購01,1.59,1.68,1.54,1.63,912
'079384,玉山金元大7B購01,1.28,1.32,1.28,1.32,93
'079385,和碩元大7B購01,1.21,1.22,1.17,1.21,1338
'079386,臺股指元大7B購18,2.2,2.2,2.13,2.13,25
'079387,台苯凱基7B購01,1.44,1.45,1.39,1.42,2005
'079388,中石化凱基7B購02,0.91,0.91,0.86,0.86,1116
'079389,旺宏凱基7B購02,2.94,2.94,2.94,2.94,0
'079390,技嘉凱基7B購02,0.86,0.9,0.83,0.83,924
'079391,微星凱基7B購02,0.78,0.84,0.75,0.77,2770
'079392,晶電凱基7B購02,2.02,2.12,2.02,2.09,308
'079393,晶電凱基7B購03,1.71,1.71,1.71,1.71,0
'079394,晶電凱基7C購01,2.06,2.23,2.05,2.23,1029
'079395,中工凱基7B購01,0.82,0.82,0.82,0.82,24
'079396,麗豐凱基7B購02,1.67,1.69,1.53,1.53,981
'079397,康普凱基7B購03,0.7,0.72,0.65,0.65,555
'079398,A50正2群益7B購13,1.89,1.89,1.89,1.89,0
'079399,國喬群益7B購02,0.8,0.81,0.79,0.81,93
'079400,聚陽群益7B購01,0.63,0.63,0.63,0.63,596
'079401,東聯群益7B購02,1.49,1.49,1.49,1.49,101
'079402,大成鋼群益7B購08,2.04,2.19,2.04,2.08,831
'079403,上銀群益7B購11,1.18,1.25,1.18,1.22,603
'079404,鴻海群益7B購15,0.78,0.78,0.78,0.78,0
'079405,旺宏群益7B購05,2.21,2.28,2.14,2.28,2846
'079406,宏碁群益7B購03,0.7,0.7,0.7,0.7,2
'079407,大同群益7B購03,1.22,1.44,1.22,1.34,1319
'079408,晶電群益7B購09,1.97,1.97,1.97,1.97,0
'079409,宏達電群益7B購04,0.65,0.65,0.65,0.65,216
'079410,台勝科群益7B購08,2.69,2.75,2.25,2.38,569
'079411,技嘉國泰7B購01,1,1.04,0.84,0.87,1888
'079412,微星國泰7B購02,1.34,1.51,1.3,1.35,1498
'079413,宏達電國泰7B購01,1.22,1.34,1.18,1.27,1491
'079414,台勝科國泰7B購01,1.18,1.18,0.99,0.99,83
'079415,滬深2X富邦7C購01,1.41,1.41,1.41,1.41,0
'079416,葡萄王富邦7C購01,1.05,1.05,1.05,1.05,0
'079417,為升富邦7C購01,0.77,0.77,0.73,0.73,37
'079418,台積電富邦7C購03,0.99,0.99,0.97,0.97,36
'079419,技嘉富邦7C購01,0.75,0.75,0.75,0.75,281
'079420,聯發科富邦7C購05,1.12,1.12,1.08,1.08,94
'079421,全新富邦7B購02,1.67,1.73,1.65,1.67,560
'079422,亞光富邦7B購02,1.49,1.55,1.49,1.52,522
'079423,明泰富邦7B購01,1.36,1.38,1.36,1.37,323
'079424,群創富邦7C購01,0.82,0.83,0.81,0.83,442
'079425,嘉聯益第一7B購01,1.71,1.84,1.71,1.84,141
'079426,上証2X中信7B購02,1.16,1.16,1.16,1.16,0
'079427,中石化中信7B購01,0.57,0.57,0.57,0.57,0
'079428,上証2X元富7B購06,2.83,2.83,2.83,2.83,0
'079429,上証2X群益7B購21,3.92,4.01,3.78,4.01,93
'079430,A50正2群益7B購14,3.26,3.26,3.26,3.26,0
'079431,華夏群益7B購01,1.06,1.07,1.06,1.06,326
'079432,中纖群益7B購01,1.37,1.37,1.37,1.37,93
'079433,大成鋼群益7B購09,1.67,1.67,1.67,1.67,0
'079434,鴻海群益7B購16,0.8,0.8,0.8,0.8,0
'079435,台積電群益7B購16,1.23,1.23,1.23,1.23,58
'079436,宏碁群益7B購04,0.77,0.81,0.77,0.77,189
'079437,南亞科群益7B購06,2.16,2.16,2.12,2.12,207
'079438,全新群益7B購02,1.2,1.2,1.2,1.2,0
'079439,台勝科群益7B購09,1.88,1.91,1.56,1.6,266
'079440,智易群益7B購02,1.74,1.74,1.52,1.52,96
'079441,上証2X永豐7B購02,1.45,1.45,1.45,1.45,60
'079442,遠東新永豐7B購01,0.79,0.79,0.79,0.79,491
'079443,華新永豐7B購02,0.59,0.6,0.57,0.57,959
'079444,旺宏永豐7B購08,1.04,1.04,1.04,1.04,0
'079445,旺宏永豐7B購09,1.14,1.14,1.14,1.14,0
'079446,美律永豐7B購04,0.88,0.89,0.85,0.88,2668
'079447,晶電永豐7B購06,1.41,1.56,1.41,1.56,571
'079448,可成永豐7B購02,0.86,0.89,0.86,0.89,305
'079449,康控永豐7B購02,0.94,1.02,0.94,1.02,341
'079450,嘉聯益永豐7B購07,1.55,1.66,1.43,1.43,705
'079451,華新台新7C購02,0.89,0.89,0.88,0.88,43
'079452,台苯凱基7C購01,1,1.01,0.97,1.01,1381
'079453,中石化凱基7B購04,0.67,0.67,0.66,0.66,588
'079454,中石化凱基7B購05,0.7,0.7,0.69,0.69,499
'079455,微星凱基7B購03,0.89,0.96,0.87,0.87,199
'079456,晶電凱基7C購02,1.7,1.84,1.7,1.84,872
'079457,全新凱基7B購03,1.94,1.99,1.9,1.99,699
'079458,新光金凱基7B購01,0.78,0.78,0.78,0.78,322
'079459,永豐金凱基7B購01,0.77,0.79,0.77,0.79,392
'079460,康控凱基7B購01,1.12,1.32,1.12,1.32,587
'079461,嘉聯益凱基7B購01,1.93,2.04,1.66,1.68,6107
'079462,中石化日盛7B購01,0.71,0.71,0.71,0.71,190
'079463,鴻海日盛7B購04,3.01,3.01,2.96,2.98,1000
'079464,旺宏日盛7B購04,2.46,2.46,2.46,2.46,0
'079465,宏達電日盛7B購01,1.71,1.83,1.68,1.74,1007
'079466,GIS日盛7B購02,1.57,1.57,1.49,1.5,594
'079467,晶電國票7B購02,1.27,1.39,1.26,1.39,172
'079468,全新國票7B購02,0.87,0.89,0.87,0.88,1181
'079469,玉晶光國票7B購01,1.17,1.25,1.12,1.23,2261
'079470,玉晶光國泰7C購01,1.7,1.85,1.67,1.82,867
'079471,京鼎國泰7C購01,1.22,1.26,1.19,1.21,1929
'079472,嘉聯益國泰7B購02,3.36,3.53,2.61,2.77,1026
'079473,嘉聯益國泰81購02,1.79,1.85,1.47,1.51,3528
'079474,台虹國泰7B購01,1.26,1.26,1.22,1.24,418
'079475,華邦電永昌7C購01,0.85,0.87,0.83,0.85,3302
'079476,可成富邦81購01,0.81,0.85,0.81,0.84,245
'079477,開發金富邦7C購01,0.63,0.63,0.63,0.63,0
'079478,康控富邦81購01,0.84,1.11,0.84,1.11,825
'079479,嘉聯益富邦7B購01,1.14,1.19,0.96,0.96,418
'079480,滬深2X元大7B購13,1.17,1.17,1.17,1.17,0
'079481,台塑元大7B購03,1.36,1.36,1.36,1.36,0
'079482,南亞元大7B購02,1.23,1.26,1.22,1.22,99
'079483,台化元大7B購01,1.14,1.14,1.09,1.09,162
'079484,華新元大7B購03,1.55,1.55,1.43,1.43,406
'079485,大成鋼元大7B購06,1.3,1.4,1.3,1.35,484
'079486,上銀元大7B購11,1.04,1.04,1.01,1.01,220
'079487,上銀元大7B購12,1.16,1.16,1.11,1.11,514
'079488,上銀元大7B購13,0.96,0.96,0.96,0.96,0
'079489,鴻海元大7B購10,1.2,1.21,1.16,1.19,931
'079490,鴻海元大7C購02,1.22,1.22,1.22,1.22,95
'079491,台積電元大7B購09,1.29,1.3,1.24,1.24,543
'079492,台積電元大7B購10,1.4,1.4,1.34,1.36,1230
'079493,南亞科元大7B購03,1.36,1.36,1.28,1.3,626
'079494,創意元大7B購02,1.65,1.93,1.63,1.81,1131
'079495,創意元大7B購03,1.85,2.22,1.85,2.12,2298
'079496,瀚宇博元大7B購03,2.46,2.46,2.19,2.21,511
'079497,達運元大7B購01,1.31,1.32,1.25,1.26,614
'079498,嘉聯益元大7B購02,1.4,1.44,1.12,1.15,1119
'079499,樺漢元大7B購01,1.02,1.02,0.96,0.96,41
'079500,GIS元大7B購06,1.27,1.27,1.22,1.22,346
'079501,GIS元大7C購02,1.16,1.16,1.14,1.14,723
'079502,台泥凱基7B購01,0.76,0.76,0.72,0.73,1865
'079503,遠東新凱基7B購01,1.06,1.08,1.04,1.07,895
'079504,大同凱基7B購01,1.27,1.47,1.27,1.43,855
'079505,大同凱基7B購02,1.31,1.43,1.3,1.43,537
'079506,全新凱基7B購04,1.32,1.35,1.3,1.35,614
'079507,冠德凱基7B購01,0.97,1,0.97,0.98,984
'079508,大立光凱基7B購07,3.17,3.17,3.17,3.17,0
'079509,大立光凱基7B購08,3.29,3.29,3.29,3.29,7
'079510,大立光凱基7B購09,3.3,3.3,3.3,3.3,71
'079511,玉晶光凱基7B購03,3.06,3.26,2.98,3.25,5576
'079512,新唐凱基7B購01,1.15,1.21,1.15,1.21,586
'079513,中租凱基7B購01,0.65,0.66,0.65,0.66,233
'079514,A50正2日盛7B購01,2.51,2.51,2.51,2.51,0
'079515,台積電日盛7B購01,0.8,0.81,0.8,0.81,186
'079516,大立光日盛7B購01,2.3,2.44,2.22,2.35,375
'079517,緯創日盛7B購01,0.8,0.8,0.79,0.79,101
'079518,玉晶光兆豐7B購02,2.1,2.23,2.06,2.21,1039
'079519,遠東新元大7B購01,1.67,1.69,1.64,1.69,103
'079520,聚陽元大7B購01,1.03,1.04,1.01,1.04,1186
'079521,潤隆元大7B購01,1.13,1.13,1.01,1.01,37
'079522,技嘉元大7B購02,1.01,1.01,0.87,0.87,278
'079523,潤泰全元大7B購02,1.5,1.59,1.46,1.55,689
'079524,嘉聯益元大7B購03,1.33,1.41,1.16,1.16,1439
'079525,台郡元大7B購03,1.25,1.26,1.19,1.25,189
'079526,GIS元大7B購07,1.11,1.12,1.1,1.1,287
'079527,東聯永豐7B購01,0.59,0.6,0.59,0.6,250
'079528,旺宏永豐7C購02,1.2,1.2,1.2,1.2,0
'079529,玉晶光永豐7B購03,1.25,1.36,1.25,1.36,1426
'079530,致伸永豐7B購01,0.8,0.84,0.79,0.79,1191
'079531,嘉聯益永豐7B購08,1.59,1.71,1.35,1.35,1038
'079532,啟碁永豐7B購01,0.93,0.93,0.91,0.91,655
'079533,捷敏永豐7B購01,1.08,1.12,0.96,0.96,1052
'079534,至上永豐7B購01,0.66,0.68,0.66,0.68,692
'079535,大立光台新7B購01,1.69,1.69,1.69,1.69,3
'079536,玉晶光台新7B購02,1.02,1.08,0.98,1.08,1456
'079537,GIS台新7B購01,1.01,1.01,1,1,60
'079538,上証2X群益7B購22,3.31,3.31,3.31,3.31,0
'079539,SP黃豆群益7B購01,0.43,0.43,0.42,0.42,20
'079540,元日2X群益7B購01,0.82,0.82,0.82,0.82,0
'079541,力麗群益7B購01,1.12,1.12,1.09,1.09,227
'079542,華新群益7B購01,1.42,1.42,1.25,1.25,57
'079543,鴻海群益7B購18,1.31,1.31,1.31,1.31,20
'079544,台積電群益7B購17,1.1,1.1,1.02,1.02,525
'079545,旺宏群益7B購06,1.9,2,1.85,1.97,185
'079546,智邦群益7B購01,0.97,0.97,0.97,0.97,0
'079547,南亞科群益7B購07,0.7,0.72,0.68,0.69,1532
'079548,可成群益7B購09,1.08,1.1,1.07,1.1,786
'079549,大立光群益7B購04,4.76,4.76,4.76,4.76,0
'079550,大立光群益7B購05,3.6,3.8,3.6,3.8,542
'079551,大立光群益7B購06,2.18,2.22,2.18,2.22,99
'079552,大立光群益7B購07,3,3.22,2.96,3.22,325
'079553,大立光群益7B購08,4.3,4.3,4.3,4.3,0
'079554,大立光群益7B購09,2.87,2.91,2.87,2.91,58
'079555,大立光群益7B購10,4.69,5,4.63,4.96,526
'079556,大立光群益7B購11,3.17,3.4,3.17,3.4,113
'079557,大立光群益7B購12,2.89,2.93,2.89,2.93,41
'079558,新唐群益7B購02,1.38,1.44,1.34,1.34,98
'079559,T50反1中信7B購04,0.92,0.92,0.92,0.92,99
'079560,華通中信7B購02,1.06,1.06,1,1,286
'079561,旺宏中信7C購02,2.02,2.02,2.02,2.02,0
'079562,大同中信7B購01,0.95,1.03,0.95,1.03,90
'079563,友達中信7C購01,0.9,0.9,0.9,0.9,10
'079564,全新中信81購01,0.82,0.83,0.79,0.79,54
'079565,GIS中信7B購06,0.92,0.92,0.92,0.92,100
'079566,台勝科統一81購01,1.17,1.17,0.98,1.02,1774
'079567,樺漢統一81購01,0.9,0.92,0.85,0.85,852
'079568,康控康和7B購01,0.81,1.04,0.81,1.04,1523
