代號,名稱,開盤,最高,最低,收盤,成交量
'00706L,元大S&P日圓正2,19.23,19.23,19.19,19.19,68
'00707R,元大S&P日圓反1,19.79,19.79,19.79,19.79,7
'00708L,元大S&P黃金正2,18.46,18.48,18.42,18.43,412
'00709,富邦歐洲,20.36,20.36,20.3,20.35,108
'00710B,FH彭博高收益債,19.86,19.86,19.86,19.86,1
'00711B,FH彭博新興債,18.55,18.55,18.55,18.55,2
'00712,FH富時不動產,18.89,18.89,18.87,18.87,3
'00713,元大台灣高息低波,31.25,31.38,31.25,31.35,48
'00714,群益道瓊美國地產,19.02,19.02,19,19,204
'00715L,華頓S&P布蘭特正2,30.44,30.55,30.29,30.42,289
'00716R,華頓S&P布蘭特反1,15.21,15.26,15.21,15.26,99
'00717,富邦美國特別股,19.57,19.59,19.56,19.58,253
'00718B,富邦中國政策債,20.68,20.68,20.67,20.67,211
'00719B,元大美債1-3,30.68,30.68,30.6,30.6,401
'00720B,元大投資級公司債,37.7,37.7,37.55,37.56,408
'00721B,元大中國債3-5,47.05,47.05,46.95,46.95,404
'00722B,群益15年IG電信債,38.66,38.66,38.57,38.59,203
'00723B,群益15年IG科技債,37.44,37.46,37.43,37.46,203
'00724B,群益10年IG金融債,36.42,36.45,36.4,36.45,202
'00725B,國泰投資級公司債,39.08,39.08,39.06,39.08,4
'00726B,國泰5Y+新興債,39.05,39.05,38.98,39.03,6
'00727B,國泰1-5Y高收債,41.42,41.47,41.42,41.47,3
'00728,第一金工業30,19.71,19.72,19.57,19.65,625
'00729R,第一金工業30反1,19.23,19.28,19.21,19.25,708
'00730,富邦臺灣優質高息,19.89,20.01,19.78,19.97,440
'00731,FH富時高息低波,51.25,51.25,51.25,51.25,1
'00732,國泰RMB短期報酬,39.85,39.85,39.76,39.76,3
'00733,富邦臺灣中小,21,21.03,20.59,20.69,1259
'00734B,台新JPM新興債,20.04,20.05,19.91,20.03,1369
'00738U,元大道瓊白銀,19.75,19.78,19.73,19.73,136
'008201,BP上證50,100.65,101,100.65,101,8
'01001T,土銀富邦R1,13.61,13.61,13.59,13.6,28
'01002T,土銀國泰R1,13.78,13.78,13.6,13.75,171
'01003T,兆豐新光R1,14.66,14.67,14.65,14.67,208
'01004T,土銀富邦R2,12.63,12.63,12.63,12.63,11
'01007T,兆豐國泰R2,14.5,14.56,14.5,14.56,74
'03001X,元展01,76,76,76,76,0
'03003X,元展03,99.5,99.5,99.5,99.5,0
'03004X,元展04,13.8,13.8,13.7,13.7,360
'03005X,元展05,19.7,19.8,19.7,19.8,12
'03006X,元展06,34.8,34.8,34.8,34.8,1
'03007X,元展07,18.8,18.8,18.8,18.8,4
'03009X,元展09,31.3,31.3,31.3,31.3,0
'03010X,元展10,42.7,43,42.7,43,2
'03012X,元展12,17,17,17,17,4
'03013X,元展13,9.8,9.8,9.8,9.8,21
'03014X,元展14,17.8,17.8,17.8,17.8,0
'03015X,元展15,18.9,19.1,18.9,19.1,22
'03016X,元展16,3.92,3.92,3.92,3.92,10
'03017X,元展17,2.97,3,2.97,3,65
'03018X,元展18,3.79,3.82,3.79,3.82,96
'03019X,元展19,4,4,4,4,135
'03020X,元展20,3.39,3.39,3.39,3.39,0
'03021X,元展21,18.8,18.8,18.8,18.8,0
'03022X,富展01,21.9,21.9,21.9,21.9,1
'03023X,富展02,17.8,17.8,17.8,17.8,0
'03024X,富展03,56,56,56,56,0
'03025X,元展22,26.2,26.2,26.2,26.2,2
'03026X,元展23,5.25,5.25,5.25,5.25,0
'03027X,元展24,9.3,9.3,9.3,9.3,0
'03028X,元展25,33.1,33.1,33.1,33.1,1
'03029X,元展26,16.9,16.9,16.9,16.9,2
'03032X,元展29,4.82,4.82,4.82,4.82,15
'03033X,元展30,13.5,13.5,13.5,13.5,3
'03035X,元展32,8.4,8.4,8.4,8.4,0
'03038X,元展35,8.2,8.2,8.2,8.2,0
'03039X,元展36,6.3,6.3,6.3,6.3,0
'03040X,元展37,8.75,8.75,8.75,8.75,0
'03044X,元展41,8.95,8.95,8.95,8.95,0
'03046X,元展43,4.91,4.92,4.89,4.89,6
'03047X,元展44,12.9,12.9,12.9,12.9,1
'03049X,元展46,3.85,3.85,3.85,3.85,3
'03050X,元展47,2.65,2.73,2.65,2.7,791
'03051X,元展48,18,18,18,18,1
'03052X,元展49,21.9,21.9,21.9,21.9,0
'03053X,元展50,7.4,7.4,7.4,7.4,0
'03054X,元展51,12.9,12.9,12.9,12.9,2
'03055X,元展52,14.1,14.1,14.1,14.1,0
'03058X,元展53,44.9,44.9,44.7,44.7,4
'03059X,元展54,15,15,15,15,3
'03060X,元展55,18.7,18.7,18.7,18.7,0
'03061X,元展56,34.2,34.2,34.2,34.2,0
'03063X,元展58,44.5,46.4,44.5,45.8,11
'03064X,元展59,8.45,8.45,8.45,8.45,30
'03065X,元展60,34.7,34.7,34.7,34.7,6
'03066X,元展61,9.6,9.6,9.6,9.6,0
'03068X,元展63,99.5,99.5,99.5,99.5,0
'03069X,元展64,11,11.3,11,11.3,14
'03071X,元展66,24.5,24.5,24.5,24.5,0
'03072X,元展67,4.84,4.84,4.84,4.84,0
'03073X,元展68,50.5,50.5,50.5,50.5,0
'03074X,元展69,9.85,9.85,9.85,9.85,0
'03075X,元展70,9.1,9.1,9.1,9.1,0
'03076X,元展71,20.2,20.2,20.2,20.2,0
'03077X,元展72,10.8,10.8,10.8,10.8,3
'03078X,元展73,25.8,25.8,25.8,25.8,0
'03080X,元展75,25.2,25.3,25.2,25.3,19
'03081X,元展76,16.4,16.5,16.4,16.5,2
'03082X,富展04,10.2,10.2,10.2,10.2,0
'03083X,元展77,36.4,36.4,36.4,36.4,0
'03085X,元展79,10.4,10.4,10.4,10.4,0
'03086X,元展80,4.22,4.3,4.22,4.3,7
'03087X,元展81,32.9,32.9,32.9,32.9,0
'03088X,元展82,20.2,20.2,20.2,20.2,2
'03089X,元展83,13,13,13,13,8
'03090X,元展84,12.7,12.7,12.7,12.7,0
'03091X,元展85,14.5,14.5,14.5,14.5,0
'03092X,元展86,16.4,16.4,16.4,16.4,0
'03093X,永豐金元大61展01,8.05,8.05,8.05,8.05,0
'03094X,大立光元大68展08,21.8,22.3,21.4,21.9,391
'03095X,佳世達元大6B展02,15.7,15.7,15.7,15.7,2
'03337B,臺股指元富79熊02,1.45,1.49,1.43,1.47,592
'03338B,臺股指元富76熊06,1.76,1.86,1.76,1.82,730
'03339B,臺股指元富76熊07,0.92,0.93,0.92,0.93,70
'03340B,臺股指元大76熊20,0.96,0.99,0.93,0.98,1594
'03341B,臺股指元大79熊03,1.58,1.63,1.58,1.62,519
'03342B,臺股指兆豐78熊07,2.01,2.01,2.01,2.01,0
'03343B,臺股指元大7A熊01,2.15,2.18,2.13,2.18,20
'03344B,金融類元大76熊03,1.68,1.68,1.68,1.68,0
'03345B,金融類元大79熊03,2.43,2.43,2.39,2.39,10
'03346B,臺股指元大7B熊01,2.37,2.39,2.37,2.37,92
'03347B,臺股指元大79熊04,1.38,1.43,1.37,1.42,564
'03348B,臺股指元大79熊26,1.99,1.99,1.99,1.99,0
'03349B,臺股指元大79熊27,4.01,4.01,4.01,4.01,1
'03350B,臺股指元大7C熊01,2.22,2.22,2.21,2.21,9
'03351B,金融類元大7C熊01,2.41,2.41,2.37,2.38,37
'03352B,臺股指凱基79熊12,1.53,1.53,1.53,1.53,0
'03353B,臺股指元大7A熊10,3.13,3.23,3.13,3.23,5
'03354B,臺股指元大81熊01,1.81,1.85,1.79,1.82,675
'03498C,臺股指元大76牛01,2.31,2.31,2.29,2.29,40
'03500C,臺股指元大76牛02,4.89,4.89,4.89,4.89,0
'03508C,玉山金元富77牛01,14,14,14,14,0
'03521C,臺股指元大76牛03,3.78,3.78,3.78,3.78,12
'03526C,滬深2X元富77牛01,3.18,3.31,3.05,3.31,1531
'03536C,臺股指元富79牛01,1.72,1.72,1.67,1.69,195
'03538C,臺股指元富76牛05,2.09,2.09,2.09,2.09,0
'03539C,T50反1元富81牛01,2,2,2,2,50
'03540C,臺股指兆豐78牛06,1.17,1.17,1.17,1.17,0
'03542C,臺股指元大76牛21,2.12,2.12,2.12,2.12,0
'03543C,臺股指元大83牛01,2.16,2.16,2.13,2.13,44
'03544C,臺股指元大84牛01,2.07,2.07,2.02,2.02,393
'03545C,滬深2X元富84牛01,4.4,4.48,4.33,4.48,545
'03546C,金融類元大84牛01,2.89,2.89,2.89,2.89,0
'03547C,上証2X元富81牛01,4.72,4.81,4.71,4.81,40
'03548C,臺股指凱基81牛01,1.91,1.91,1.91,1.91,0
'03549C,南亞元富7B牛01,43.9,43.9,43.4,43.4,3500
'03917P,大立光群益76售03,0.01,0.01,0.01,0.01,0
'03965P,大立光群益76售05,0.01,0.01,0.01,0.01,0
'03978P,大立光元大76售02,0.03,0.03,0.03,0.03,0
'03979P,大立光元大76售04,0.7,0.7,0.66,0.66,50
'03985P,大立光群益76售06,2.54,2.54,2.54,2.54,0
'03986P,大立光群益76售07,3.17,3.17,3.17,3.17,0
'03995P,大立光永豐76售01,0.07,0.07,0.07,0.07,0
'03996P,大立光永豐76售02,0.41,0.41,0.41,0.41,0
'04007P,大立光元大76售01,0.01,0.01,0.01,0.01,0
'04008P,大立光元大76售03,0.29,0.29,0.29,0.29,0
'04009P,大立光元大76售05,0.9,0.9,0.85,0.85,2
'04028P,大立光凱基76售04,1.71,1.71,1.71,1.71,0
'04029P,大立光凱基76售05,0.64,0.64,0.64,0.64,0
'04030P,大立光凱基76售08,0.12,0.12,0.12,0.12,0
'04031P,大立光凱基76售09,0.01,0.01,0.01,0.01,0
'04036P,大立光中信76售02,0.01,0.01,0.01,0.01,0
'04046P,大立光兆豐76售03,1.26,1.26,1.26,1.26,0
'04047P,大立光兆豐76售04,1.3,1.3,1.3,1.3,30
'04051P,大立光元大76售11,2.26,2.26,2.26,2.26,87
'04060P,大立光群益76售10,0.2,0.2,0.2,0.2,0
'04061P,大立光群益76售11,0.32,0.32,0.32,0.32,0
'04062P,大立光群益76售12,1.3,1.3,1.3,1.3,0
'04063P,大立光群益76售13,1.36,1.36,1.36,1.36,0
'04064P,大立光群益77售05,0.17,0.17,0.13,0.14,200
'04065P,大立光群益77售06,1.15,1.15,1.04,1.1,428
'04066P,大立光群益77售07,1.7,1.7,1.7,1.7,0
'04144P,鴻海永昌77售03,4.28,4.28,4.28,4.28,0
'04682P,大同中信76售01,0.01,0.01,0.01,0.01,0
'04849P,上証反凱基79售01,0.52,0.52,0.52,0.52,0
'05041P,臺股指元大79售01,0.19,0.19,0.19,0.19,0
'05042P,金融類元大79售01,0.09,0.09,0.09,0.09,0
'05117P,中壽富邦76售02,0.01,0.01,0.01,0.01,90
'05123P,創意元富76售01,0.01,0.01,0.01,0.01,0
'05124P,矽力元富76售02,0.07,0.07,0.07,0.07,0
'05182P,瑞昱元大76售02,0.04,0.04,0.04,0.04,0
'05278P,華邦電中信76售01,0.04,0.04,0.04,0.04,0
'05334P,華邦電中信76售02,0.86,0.92,0.85,0.85,31
'05343P,晶豪科元大76售01,0.32,0.32,0.32,0.32,30
'05402P,臺股指統一76售01,0.01,0.01,0.01,0.01,0
'05403P,臺股指統一76售02,0.05,0.05,0.05,0.05,0
'05404P,華邦電群益76售01,2.39,2.39,2.35,2.35,20
'05407P,今國光群益76售01,1.78,1.78,1.78,1.78,0
'05411P,今國光國泰76售01,0.92,0.92,0.92,0.92,0
'05422P,台積電永昌76售02,1.42,1.42,1.42,1.42,0
'05504P,大立光國泰77售02,1.78,1.78,1.78,1.78,20
'05505P,大立光國泰7A售02,3.25,3.25,3.08,3.08,65
'05506P,康控國泰76售02,0.29,0.29,0.29,0.29,0
'05507P,大立光富邦76售04,1.94,1.94,1.94,1.94,0
'05508P,大立光富邦76售05,1.43,1.43,1.43,1.43,0
'05509P,大立光富邦78售04,3.06,3.06,3.06,3.06,0
'05510P,大立光富邦78售05,1.86,1.86,1.86,1.86,0
'05559P,台積電兆豐77售02,0.55,0.62,0.55,0.62,33
'05562P,晶電中信77售02,0.42,0.42,0.42,0.42,0
'05563P,聯發科台新77售02,0.56,0.56,0.56,0.56,0
'05624P,晶電群益76售03,0.9,0.9,0.9,0.9,0
'05625P,奇力新群益76售01,0.01,0.01,0.01,0.01,0
'05626P,奇美材群益76售01,1.52,1.52,1.52,1.52,0
'05627P,華東群益76售01,0.37,0.37,0.37,0.37,0
'05635P,宏達電台新77售01,0.67,0.67,0.67,0.67,0
'05648P,GIS兆豐77售01,1.15,1.15,1.15,1.15,0
'05649P,華邦電台新76售01,1.37,1.37,1.37,1.37,0
'05651P,晶電中信77售03,1.47,1.47,1.47,1.47,0
'05659P,美律富邦76售02,1.84,1.84,1.84,1.84,0
'05660P,力成富邦76售02,0.2,0.2,0.2,0.2,0
'05661P,訊芯群益76售01,0.01,0.01,0.01,0.01,0
'05662P,鴻海兆豐76售03,0.11,0.11,0.11,0.11,0
'05663P,華邦電兆豐76售02,0.9,0.9,0.83,0.83,30
'05664P,儒鴻元大76售01,0.03,0.03,0.03,0.03,0
'05676P,晶電富邦77售02,2.1,2.1,2.1,2.1,0
'05683P,友達元大76售01,0.04,0.04,0.04,0.04,0
'05688P,群創永昌76售01,0.5,0.5,0.5,0.5,0
'05689P,華通國泰76售03,1.78,1.78,1.78,1.78,0
'05690P,華通國泰78售02,1.38,1.42,1.37,1.42,463
'05695P,聯鈞日盛76售01,0.16,0.16,0.16,0.16,0
'05697P,儒鴻群益76售01,0.05,0.05,0.05,0.05,0
'05698P,華邦電群益76售02,2.38,2.38,2.38,2.38,0
'05701P,大立光中信78售01,2.86,2.86,2.86,2.86,0
'05702P,大立光中信79售02,5.65,5.65,5.65,5.65,0
'05704P,大立光統一76售03,1.37,1.37,1.37,1.37,0
'05710P,GIS元大76售01,0.58,0.58,0.58,0.58,3
'05714P,GIS國泰76售01,0.84,0.84,0.84,0.84,0
'05715P,GIS國泰76售03,0.66,0.66,0.66,0.66,0
'05716P,大立光富邦76售08,2.66,2.66,2.66,2.66,0
'05721P,聯發科元大76售01,0.01,0.01,0.01,0.01,0
'05729P,美律富邦77售01,1.29,1.29,1.29,1.29,0
'05774P,鴻海台新78售02,1.46,1.46,1.46,1.46,0
'05790P,華通中信77售01,1.14,1.21,1.14,1.21,48
'05792P,臺股指統一76售03,0.01,0.01,0.01,0.01,25
'05793P,臺股指統一76售04,0.03,0.03,0.03,0.03,0
'05794P,臺股指統一76售05,0.11,0.11,0.11,0.11,0
'05801P,京鼎國泰76售02,0.61,0.61,0.61,0.61,0
'05809P,上銀群益76售06,0.01,0.01,0.01,0.01,0
'05813P,鴻海元大78售01,1.2,1.2,1.2,1.2,0
'05827P,上証2X富邦76售02,2.45,2.45,2.45,2.45,0
'05828P,滬深2X富邦76售02,2.2,2.2,2.2,2.2,0
'05829P,鴻海富邦76售02,2.31,2.31,2.31,2.31,0
'05830P,宏碁富邦76售03,0.08,0.08,0.08,0.08,0
'05831P,宏達電富邦76售01,0.28,0.28,0.28,0.28,10
'05832P,群創元富76售01,0.88,0.88,0.88,0.88,0
'05870P,可成兆豐76售02,0.22,0.22,0.22,0.22,10
'05871P,聯發科富邦76售04,0.63,0.63,0.63,0.63,0
'05876P,T50反1元大79售01,0.86,0.86,0.86,0.86,0
'05888P,GIS中信76售02,0.46,0.46,0.46,0.46,49
'05889P,台積電統一78售02,3.54,3.78,3.54,3.72,99
'05898P,聯發科中信77售01,0.49,0.49,0.49,0.49,0
'05905P,嘉聯益國泰77售01,0.01,0.02,0.01,0.02,123
'05906P,儒鴻富邦77售02,0.07,0.07,0.07,0.07,0
'05910P,上銀群益77售01,0.01,0.01,0.01,0.01,0
'05913P,創意群益77售01,0.2,0.2,0.2,0.2,0
'05914P,大立光中信77售03,3.22,3.22,3.22,3.22,0
'05919P,上銀統一77售03,0.02,0.02,0.02,0.02,0
'05920P,大立光玉山78售01,0.16,0.16,0.16,0.16,30
'05922P,大立光富邦79售01,1.75,1.75,1.72,1.72,70
'05926P,TPK群益77售01,0.96,0.96,0.96,0.96,0
'05928P,台積電兆豐78售02,0.2,0.2,0.2,0.2,30
'05929P,GIS兆豐78售01,1.41,1.44,1.41,1.41,133
'05930P,鴻海兆豐77售04,1.83,1.87,1.76,1.76,620
'05932P,可成兆豐78售01,0.14,0.14,0.14,0.14,0
'05935P,台積電永昌77售03,0.98,0.98,0.98,0.98,0
'059368,台積電統一78購01,3.09,3.09,2.99,2.99,106
'05936P,旺宏中信78售01,0.23,0.23,0.21,0.21,40
'05937P,聯發科中信77售02,0.01,0.01,0.01,0.01,0
'05947P,鴻海元大77售01,1.42,1.42,1.42,1.42,0
'05953P,聯發科富邦77售02,0.38,0.38,0.37,0.37,21
'05955P,上銀兆豐77售01,0.03,0.03,0.03,0.03,0
'05959P,T50正2日盛7A售01,0.24,0.24,0.24,0.24,0
'05969P,台積電第一79售01,0.66,0.66,0.66,0.66,0
'05970P,台郡國票76售01,0.49,0.49,0.49,0.49,0
'05971P,國喬元富76售02,0.02,0.02,0.02,0.02,0
'05972P,華通國泰77售06,0.84,0.88,0.84,0.88,75
'05973P,創意國泰77售01,0.18,0.18,0.15,0.15,90
'05974P,大同群益76售01,0.01,0.01,0.01,0.01,0
'05975P,聯發科中信76售03,0.02,0.02,0.02,0.02,0
'05976P,中石化元大76售03,0.81,0.81,0.81,0.81,0
'05977P,台光電元大76售01,0.1,0.1,0.1,0.1,0
'05978P,嘉澤元大76售01,0.01,0.01,0.01,0.01,0
'05979P,新唐元大76售01,0.02,0.02,0.02,0.02,0
'05980P,台光電凱基76售02,0.68,0.68,0.68,0.68,0
'05981P,凌陽凱基76售02,0.2,0.2,0.2,0.2,0
'05982P,欣興凱基76售02,0.1,0.1,0.1,0.1,0
'05983P,景碩凱基76售02,0.38,0.38,0.38,0.38,0
'05984P,和碩凱基76售02,0.1,0.1,0.1,0.1,0
'05985P,台郡凱基76售03,1.02,1.02,1.02,1.02,0
'05986P,啟碁元富76售01,0.94,0.94,0.94,0.94,0
'05987P,儒鴻兆豐77售03,0.01,0.01,0.01,0.01,0
'05988P,聯發科兆豐76售03,0.01,0.01,0.01,0.01,0
'05989P,上銀富邦77售02,0.1,0.1,0.1,0.1,0
'05990P,華通富邦77售02,1.38,1.38,1.38,1.38,0
'05991P,鴻海富邦76售06,0.6,0.6,0.6,0.6,0
'05992P,智邦富邦77售01,0.91,0.91,0.91,0.91,0
'05993P,聯發科富邦76售06,0.1,0.1,0.1,0.1,0
'05994P,可成富邦76售03,0.05,0.05,0.05,0.05,0
'05995P,創意富邦76售02,0.01,0.01,0.01,0.01,15
'05996P,儒鴻群益77售01,0.04,0.04,0.04,0.04,0
'05997P,可成群益76售05,0.05,0.05,0.05,0.05,0
'05998P,長榮群益76售01,0.18,0.18,0.18,0.18,0
'05999P,鴻海兆豐78售02,0.83,0.83,0.83,0.83,50
'06000P,GIS兆豐76售02,0.06,0.06,0.06,0.06,0
'06001P,奇鋐凱基76售02,0.18,0.18,0.18,0.18,0
'06002P,亞光凱基76售04,0.1,0.1,0.1,0.1,0
'06003P,GIS凱基76售01,0.16,0.16,0.16,0.16,0
'06004P,葡萄王中信76售02,0.02,0.02,0.02,0.02,0
'06005P,T50反1元大79售02,1.15,1.15,1.15,1.15,0
'06006P,華通元大76售03,0.31,0.31,0.31,0.31,0
'06007P,鴻海元大76售07,0.12,0.12,0.11,0.11,24
'06008P,台積電元大76售03,0.01,0.01,0.01,0.01,0
'06009P,亞光元大76售01,0.21,0.21,0.21,0.21,0
'06010P,亞光元大77售01,0.43,0.43,0.43,0.43,0
'06011P,儒鴻元富76售02,0.04,0.04,0.04,0.04,0
'06012P,長榮統一76售01,0.43,0.43,0.43,0.43,20
'06013P,友達富邦77售02,0.15,0.17,0.15,0.17,95
'06014P,國泰金富邦76售03,0.13,0.13,0.13,0.13,0
'06015P,聯發科群益76售04,0.05,0.05,0.05,0.05,0
'06016P,智原群益76售02,0.04,0.04,0.04,0.04,0
'06017P,台郡群益76售02,0.73,0.73,0.73,0.73,0
'06018P,GIS群益76售04,0.48,0.48,0.48,0.48,0
'06019P,T50正2統一79售01,0.16,0.17,0.16,0.17,335
'06020P,上証2X元富76售02,0.8,0.8,0.8,0.8,0
'06021P,聯電元富76售01,0.04,0.04,0.04,0.04,0
'06022P,宏碁凱基76售01,0.02,0.02,0.02,0.02,0
'06023P,緯創凱基76售02,0.1,0.1,0.1,0.1,0
'06024P,隆達凱基76售01,1.13,1.13,1.13,1.13,10
'06025P,上銀元大77售02,0.01,0.01,0.01,0.01,0
'06026P,旺宏元大76售05,0.03,0.03,0.03,0.03,0
'06027P,奇力新元大76售01,0.01,0.01,0.01,0.01,0
'06028P,揚明光元大76售01,0.04,0.04,0.04,0.04,0
'06029P,鴻海中信76售04,0.32,0.32,0.32,0.32,0
'06030P,友達中信76售02,0.02,0.02,0.02,0.02,0
'06031P,鴻海台新78售03,1.01,1.01,1.01,1.01,0
'06032P,可成永昌77售02,0.27,0.27,0.27,0.27,0
'06033P,榮成凱基76售01,0.47,0.47,0.47,0.47,0
'06034P,美律凱基76售03,1.26,1.26,1.26,1.26,0
'06035P,TPK日盛76售02,1.08,1.08,1.08,1.08,0
'06036P,臺股指中信76售02,0.01,0.01,0.01,0.01,0
'06037P,大同國票76售01,0.01,0.01,0.01,0.01,0
'06038P,聯電台新78售02,0.2,0.2,0.2,0.2,0
'06039P,大同群益76售03,0.01,0.01,0.01,0.01,50
'06040P,亞光群益76售01,0.2,0.2,0.2,0.2,0
